. Enter on that reason the Athenians of,-47.9049824571,-7.16762926579 -9.67799384828 -4.64585883829 -7.33990559309 -7.02270147471 -5.31863846612 -6.73225497079
. certain fashion of our masts such of,-46.3787692548,-10.0580010237 -6.20455776257 -3.9477086789 -4.96808408124 -7.5056756096 -9.00975300638 -4.6849890924
. 15 can only be the ships sew,-47.1890970442,-7.77561863801 -10.1115852698 -4.5498200909 -5.99386981539 -5.39529654283 -6.32587907255 -7.03702761469
. Eggs are you ask thee out towards,-40.9097757428,-10.0580010237 -5.35934049461 -4.26627278882 -5.76342966676 -3.54715129429 -5.64354239428 -6.27203808032
. Unmourn d And the Trojans are found,-47.9974653494,-11.6674389361 -7.12414415385 -3.52480221766 -5.67488543582 -6.14860803155 -8.64685217676 -5.21073439766
. Vainly above their arms everywhere laments he,-45.9586602,-10.9742917556 -10.281144575 -4.39356693141 -5.23750522715 -6.12577688472 -5.25749537203 -3.68887945411
. Octavia who has occurred terminated an end,-40.8519439467,-11.6674389361 -8.32150423314 -3.21169683279 -6.16165137144 -4.89034912822 -3.13549421593 -3.46380922911
. Cri .,-12.0646866084,-8.89485021388 -3.16983639447
. Cupid with their leader to say appeared,-49.4838002564,-11.6674389361 -7.77052956851 -3.80754332777 -6.78978472575 -7.24689642272 -4.50199134303 -7.69961593248
. Ruined !,-15.6597960145,-10.9742917556 -4.68550425897
. Bearing no difference of men deem the,-46.161226233,-11.6674389361 -7.35185740086 -4.35988406254 -5.11670237972 -5.45072764542 -7.15793016935 -5.05668563898
. Phalaris .,-16.5420234228,-11.6674389361 -4.87458448671
. Naturally .,-14.14412815,-10.0580010237 -4.08612712635
. Woo many others only half fear at,-46.3022064362,-11.6674389361 -7.20153081747 -4.09106538206 -5.97539867942 -6.1721180468 -6.0112671744 -5.18338739987
. Fallen by the genus .,-33.7963396381,-11.6674389361 -7.46274631673 -3.03858997367 -6.37227914816 -5.25528526346
. Personal observers .,-25.1266373415,-11.6674389361 -11.6674389361 -1.79175946923
. Avow they would himself fell forward to,-43.0510491656,-11.6674389361 -4.59416921866 -3.73347556768 -6.50483239124 -6.15237802189 -4.93806460126 -5.46069042874
. Provide things as compared to say it,-46.7033491947,-11.6674389361 -6.26026716466 -3.91273703616 -6.76831359782 -5.50745991133 -4.50199134303 -8.08514120555
. Here fellow-hunters let me there between Sardis,-39.3979354118,-5.95370613061 -6.12686918411 -5.43372200355 -2.50050080079 -5.76320375837 -7.37900812763 -6.24092540674
. Dragged out and gave Gongylus found that,-40.073580008,-11.6674389361 -6.985307709 -3.12215512694 -6.65751652678 -7.02375895474 -1.38629436112 -3.2311083933
. Grasshopper perishing for him .,-37.9715571187,-11.6674389361 -12.5147367965 -3.66356164613 -4.40691331525 -5.71890642465
. Pulchra s a view Domitius Balbus .,-45.0141878234,-11.6674389361 -7.63319829797 -4.93611338113 -5.83353713656 -6.73459165997 -3.55534806149 -4.65396035016
. narrated in its gates seeking an army,-44.1746089644,-11.6674389361 -6.31693581641 -4.56824683188 -7.03041529172 -5.76519110278 -4.53796143629 -4.28841954924
. Profound it be convicted Veiento he said,-39.7420633235,-11.6674389361 -4.11153384251 -3.942951172 -7.1586385032 -4.21950770518 -4.91265488574 -3.72933827874
. Amphiaraus has done praying heartily welcome as,-41.4825848776,-11.6674389361 -8.9018188832 -4.49096983376 -5.82835720924 -3.23867845216 -3.04452243772 -4.31079912539
. Dictatorships were a third generations back of,-40.8599768606,-11.6674389361 -5.54714151717 -3.83543836403 -5.77083854234 -6.42486902391 -3.85014760171 -3.76410287535
. Quadrupeds polypods and to the exception saw-toothed,-46.2209730133,-10.9742917556 -12.0729040442 -1.32175583998 -3.97918279801 -4.72392212906 -8.06132011119 -5.08759633523
. Pinch them with child .,-34.7559761214,-11.6674389361 -6.90526500133 -3.80505300811 -6.95169560644 -5.42652356938
. Sorrow defilement will tell aright Will be,-34.4228494541,-10.9742917556 -1.94591014906 -1.79175946923 -4.44595461791 -6.61338421838 -4.45434729625 -4.19720194766
. Carry yonder house or does throughout Greece,-48.2374296313,-9.8756794669 -12.6790398478 -3.91202300543 -4.19368700555 -6.00590971154 -7.38523092307 -4.18585967106
. Admitting that are fond of an excuse,-42.2346134666,-9.8756794669 -5.88405341087 -3.94875854728 -6.9335009954 -3.88408172323 -5.1092358779 -6.59930344504
. Stale peradventure he is impossible .,-37.3467772746,-11.6674389361 -10.9742917556 -1.94591014906 -2.7497909598 -4.93020571682 -5.07913975721
. There are going says “ Δα ¯,-37.7730082312,-4.53574042566 -6.49714984207 -5.5880286288 -6.70930434026 -5.92559180296 -4.60517018599 -3.91202300543
. Munius Lupercus legate Hordeonius administered at the,-39.9964501774,-11.6674389361 -11.6674389361 -2.7080502011 -3.58351893846 -3.04452243772 -4.20469261939 -3.1207881085
. frightened and is the Argives and what,-45.0976340669,-11.6674389361 -7.00962501665 -4.90129088195 -5.25315517611 -6.59278765184 -4.51084743869 -5.16248896552
. mourn lament ?,-20.1055889202,-11.6674389361 -4.83628190695 -3.60186807712
. Classicus then be considered operations would go,-41.5031843672,-9.8756794669 -6.72530402397 -4.1987718067 -6.15800662289 -5.53733426702 -4.09434456222 -4.91374361747
. Idomene consists of that direction amid heaps,-49.6746309433,-11.6674389361 -11.3309666995 -2.49507490322 -4.92552446682 -8.25619632497 -5.76832099579 -5.23110861685
. divine interposition was no respect performing no,-45.4078073089,-11.6674389361 -5.53338948873 -7.14282740116 -4.39190756366 -6.44710774466 -6.72862861308 -3.49650756147
. Domitius Celer had taken singly fight with,-33.4719177522,-10.5688266475 -3.55534806149 -2.48490664979 -4.37580162569 -6.36043854663 -3.49650756147 -2.63008865963
. Judged by his breast thou'dst be in,-42.7461739214,-11.6674389361 -5.8533084043 -3.67085442011 -5.86646805693 -5.89989735358 -5.89989735358 -3.88830939674
. Foolish is in spite which was not,-45.8616736102,-10.5688266475 -4.3425535175 -3.68987318727 -6.33836712601 -10.5740758 -3.78076757735 -6.56720975458
. Gladden then ?,-19.8523612871,-11.6674389361 -4.05115537454 -4.13376697639
. Scarce could he does belong both the,-45.1141231829,-9.8756794669 -9.77031895124 -4.28396963024 -4.52898539073 -5.51342874616 -6.85224256905 -4.28949842858
